NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
174,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,15.88,202402,16,"1,000",60,10,2017,서부샛길 528,202402~202502,신규,-,,
175,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,15.88,202402,1,500,60,6,2017,서부샛길 528,202402~202602,신규,-,,
176,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,15.97,202402,17,"3,000",50,9,2017,서부샛길 528,202402~202502,신규,-,,
177,서울특별시 금천구 가산동,535-156,535,156,이지크라운,월세,32.05,202402,17,"4,000",100,4,2019,가산디지털2로 169-41,202402~202502,신규,-,,
178,서울특별시 금천구 가산동,140-20,140,20,라온복합건물,전세,23.14,202402,27,"18,800",0,6,2020,디지털로 208-13,202404~202604,신규,-,,
179,서울특별시 금천구 가산동,776,776,0,가산대명벨리온,월세,16.61,202402,22,"10,000",15,14,2017,가산디지털2로 127-33,202403~202503,신규,-,,
180,서울특별시 금천구 가산동,776,776,0,가산대명벨리온,월세,16.61,202402,20,500,60,3,2017,가산디지털2로 127-33,202402~202502,신규,-,,
181,서울특별시 금천구 가산동,776,776,0,가산대명벨리온,전세,16.61,202402,15,"11,900",0,5,2017,가산디지털2로 127-33,202404~202604,신규,-,,
182,서울특별시 금천구 가산동,776,776,0,가산대명벨리온,월세,16.19,202402,19,"10,000",15,14,2017,가산디지털2로 127-33,202404~202604,신규,-,,
183,서울특별시 금천구 가산동,494-4,494,4,서울 디지털 드림타운,월세,32.2,202402,19,"2,000",39,5,2006,가산디지털2로 169-31,202402~202512,신규,-,,
184,서울특별시 금천구 가산동,140-36,140,36,비즈트위트 바이올렛 5차,전세,14.29,202402,6,"12,500",0,6,2014,디지털로12길 15,202403~202603,갱신,-,"12,500",0
185,서울특별시 금천구 가산동,239-4,239,4,엘아르베뉴,월세,42.19,202402,6,"6,860",71,11,2022,가산로9길 109,-,-,-,,
186,서울특별시 금천구 가산동,239-4,239,4,엘아르베뉴,월세,42.19,202402,6,"6,652",69,4,2022,가산로9길 109,-,-,-,,
187,서울특별시 금천구 가산동,235-12,235,12,신현빌B동,전세,35.7,202402,19,"22,000",0,7,2019,두산로9가길 26,202403~202603,신규,-,,
188,서울특별시 금천구 가산동,239-4,239,4,엘아르베뉴,월세,42.19,202402,6,"6,860",71,8,2022,가산로9길 109,-,-,-,,
189,서울특별시 금천구 가산동,239-4,239,4,엘아르베뉴,월세,42.19,202402,6,"6,860",71,8,2022,가산로9길 109,-,-,-,,
190,서울특별시 금천구 가산동,143-7,143,7,주건축물제1동,월세,24.6,202402,2,"1,000",105,6,2023,가산로 137,202402~202602,신규,-,,
191,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,월세,19.37,202402,6,"14,200",8,12,2019,서부샛길 714,202402~202602,신규,-,,
192,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,전세,19.37,202402,6,"14,500",0,13,2019,서부샛길 714,202402~202502,신규,-,,
193,서울특별시 금천구 가산동,239-4,239,4,엘아르베뉴,월세,42.19,202402,6,"6,860",71,12,2022,가산로9길 109,-,-,-,,
194,서울특별시 금천구 가산동,140-36,140,36,비즈트위트 바이올렛 5차,월세,17.76,202402,2,"11,680",5,6,2014,디지털로12길 15,202403~202603,신규,-,,
195,서울특별시 금천구 가산동,143-20,143,20,가산피어니빌,전세,17.51,202402,5,"12,700",0,9,2017,디지털로12길 37,202402~202602,신규,-,,
196,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,15.93,202402,8,"1,000",60,6,2017,서부샛길 528,202402~202502,신규,-,,
197,서울특별시 금천구 가산동,141-2,141,2,가산 양우 내안애 애플,월세,17.35,202402,22,500,50,3,2013,남부순환로 1266,202402~202502,신규,-,,
198,서울특별시 금천구 가산동,143-7,143,7,주건축물제1동,월세,23.57,202402,14,"5,000",80,9,2023,가산로 137,202403~202603,신규,-,,
199,서울특별시 금천구 가산동,235-12,235,12,신현빌B동,월세,35.7,202402,22,"22,800",6,3,2019,두산로9가길 26,202404~202604,신규,-,,
200,서울특별시 금천구 가산동,234-41,234,41,가산더블레스,전세,27.08,202402,15,"25,000",0,5,2020,가산로5길 15,202403~202603,신규,-,,
201,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,전세,35.61,202402,15,"25,500",0,14,2019,서부샛길 714,202403~202603,신규,-,,
202,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,전세,15.93,202402,15,"10,300",0,7,2017,서부샛길 528,202301~202402,갱신,-,"10,600",0
203,서울특별시 금천구 가산동,776,776,0,가산대명벨리온,월세,16.19,202402,15,300,53,8,2017,가산디지털2로 127-33,202402~202502,신규,-,,
204,서울특별시 금천구 가산동,141-2,141,2,가산 양우 내안애 애플,월세,23.44,202402,14,"1,000",65,7,2013,남부순환로 1266,202402~202502,신규,-,,
205,서울특별시 동작구 노량진동,01월 16일,16,1,노량진 드림스퀘어 복합빌딩,전세,24.13,202402,19,"23,000",0,17,2020,노들로2길 7,202404~202603,신규,-,,
206,서울특별시 동작구 노량진동,01월 16일,16,1,노량진 드림스퀘어 복합빌딩,월세,24.13,202402,13,"4,000",62,3,2020,노들로2길 7,202404~202504,신규,-,,
207,서울특별시 동작구 노량진동,Jan-57,57,1,메가스터디타워,월세,19.28,202402,20,"1,000",67,20,2015,노량진로 140,202403~202503,신규,-,,
208,서울특별시 동작구 노량진동,01월 16일,16,1,노량진 드림스퀘어 복합빌딩,월세,24.13,202402,8,"5,000",73,16,2020,노들로2길 7,202402~202502,신규,-,,
209,서울특별시 동작구 노량진동,01월 16일,16,1,노량진 드림스퀘어 복합빌딩,전세,24.13,202402,17,"23,000",0,12,2020,노들로2길 7,202403~202603,신규,-,,
210,서울특별시 동작구 노량진동,01월 16일,16,1,노량진 드림스퀘어 복합빌딩,전세,24.13,202402,15,"22,000",0,17,2020,노들로2길 7,202404~202604,신규,-,,
211,서울특별시 동작구 노량진동,Jan-57,57,1,메가스터디타워,월세,19.28,202402,5,"1,000",70,10,2015,노량진로 140,202402~202502,신규,-,,
212,서울특별시 동작구 노량진동,Jan-57,57,1,메가스터디타워,월세,19.28,202402,15,"1,000",67,16,2015,노량진로 140,202402~202502,신규,-,,
213,서울특별시 동작구 노량진동,01월 16일,16,1,노량진 드림스퀘어 복합빌딩,월세,24.13,202402,20,"8,000",50,17,2020,노들로2길 7,202402~202602,신규,-,,
214,서울특별시 동작구 노량진동,01월 16일,16,1,노량진 드림스퀘어 복합빌딩,월세,24.13,202402,3,900,75,8,2020,노들로2길 7,202402~202502,신규,-,,
215,서울특별시 동작구 노량진동,01월 16일,16,1,노량진 드림스퀘어 복합빌딩,월세,24.13,202402,23,500,75,7,2020,노들로2길 7,202402~202502,신규,-,,
216,서울특별시 동작구 노량진동,Jan-57,57,1,메가스터디타워,월세,19.28,202402,21,"1,000",67,20,2015,노량진로 140,202403~202503,신규,-,,
217,서울특별시 관악구 봉천동,870-12,870,12,에이스 에이-존,월세,26.4,202402,5,"1,000",75,10,2005,남부순환로 1805,202402~202502,신규,-,,
218,서울특별시 관악구 봉천동,869-6,869,6,서울대역 마에스트로,월세,19.84,202402,28,"1,000",70,7,2012,남부순환로218길 1,202402~202502,신규,-,,
219,서울특별시 관악구 봉천동,731-1,731,1,칸타빌레7차,월세,15.56,202402,14,"3,000",70,8,2020,보라매로 25,202402~202502,신규,-,,
220,서울특별시 관악구 봉천동,861-7,861,7,CO-OP RESIDENCE/서울대입구,월세,26.67,202402,1,"10,000",35,8,2005,봉천로 472,202402~202602,신규,-,,
221,서울특별시 관악구 봉천동,858-6,858,6,WD세븐스,전세,17.56,202402,1,"22,500",0,18,2020,관악로 186,202402~202602,신규,-,,
222,서울특별시 관악구 봉천동,1566-10,1566,10,제일캠퍼스텔,전세,15.28,202402,1,"5,500",0,6,1998,쑥고개로 101-4,-,-,-,,
223,서울특별시 관악구 봉천동,876-1,876,1,그린피아 오피스텔,월세,18.6,202402,19,"1,000",50,8,2002,관악로17길 25,202403~202503,갱신,-,"1,000",50
224,서울특별시 관악구 봉천동,1568-1,1568,1,서울대입구 한양아이클래스,월세,20.15,202402,19,"9,000",37,3,2018,쑥고개로 123,202402~202602,갱신,-,"16,250",0
225,서울특별시 관악구 봉천동,868-3,868,3,JK타워 오피스텔,월세,17.97,202402,2,"1,000",74,10,2020,남부순환로220길 20,-,-,-,,
226,서울특별시 관악구 봉천동,881-3,881,3,(881-3),월세,14.4,202402,15,500,43,7,2003,남부순환로214길 27,202402~202502,갱신,-,500,38
227,서울특별시 관악구 봉천동,864-3,864,3,그랜드오피스텔,월세,17.44,202402,20,"3,000",60,7,2021, ,202402~202412,신규,-,,
228,서울특별시 관악구 봉천동,881-3,881,3,(881-3),월세,14.4,202402,5,300,43,2,2003,남부순환로214길 27,202402~202502,갱신,-,300,38
229,서울특별시 관악구 봉천동,1599-2,1599,2,(1599-2),전세,20.08,202402,5,"18,650",0,5,2019,남부순환로226길 20,202403~202602,갱신,사용,"17,850",0
230,서울특별시 관악구 봉천동,1595-3,1595,3,이즈빌,월세,13.05,202402,20,"1,000",40,6,2004,관악로 114,202402~202602,신규,-,,
231,서울특별시 관악구 봉천동,1595-3,1595,3,이즈빌,월세,17.16,202402,6,"1,000",53,6,2004,관악로 114,202402~202602,신규,-,,
232,서울특별시 관악구 봉천동,881-3,881,3,(881-3),월세,14.4,202402,14,500,48,5,2003,남부순환로214길 27,202402~202502,신규,-,,
233,서울특별시 관악구 봉천동,867-4,867,4,(867-4),월세,23.68,202402,6,"2,000",56,3,2003,관악로15길 23-6,202403~202502,신규,-,,
234,서울특별시 관악구 봉천동,876-3,876,3,메이플스테이,월세,18.54,202402,3,"4,000",71,3,2017,남부순환로218길 18,202402~202502,신규,-,,
235,서울특별시 관악구 봉천동,869-6,869,6,서울대역 마에스트로,월세,20.5,202402,3,"1,000",65,3,2012,남부순환로218길 1,202402~202502,신규,-,,
236,서울특별시 관악구 봉천동,870-13,870,13,신원메트로빌,월세,36.93,202402,24,"1,000",92,4,2006,남부순환로 1811,202402~202502,신규,-,,
237,서울특별시 관악구 봉천동,62-43,62,43,캐슬오피스텔,월세,16.77,202402,1,"5,000",65,14,2022,행운1나길 38,202402~202502,신규,-,,
238,서울특별시 관악구 봉천동,854-5,854,5,CS빌딩,월세,24.77,202402,6,"1,000",93,8,2022,남부순환로224길 21,202402~202602,신규,-,,
239,서울특별시 관악구 봉천동,Jan-32,32,1,더울림메트로타워,월세,17.95,202402,25,"1,000",80,18,2022,관악로 219,202402~202502,신규,-,,
240,서울특별시 관악구 봉천동,877-9,877,9,마루 오피스텔,월세,14.4,202402,3,500,35,6,2004,관악로13길 40,202402~202502,신규,-,,
241,서울특별시 관악구 봉천동,851-10,851,10,(851-10),월세,16.19,202402,14,"6,000",42,6,2018,봉천로53길 11,202402~202502,갱신,-,"5,000",42
242,서울특별시 관악구 봉천동,867-4,867,4,(867-4),월세,19.2,202402,14,"1,000",55,3,2003,관악로15길 23-6,202403~202503,신규,-,,
243,서울특별시 관악구 봉천동,876-27,876,27,장원오피스텔,월세,16.13,202402,19,"5,000",33,5,2002,관악로17길 29,202403~202603,신규,-,,
244,서울특별시 관악구 봉천동,861-6,861,6,Q타워,월세,26.52,202402,5,"16,800",6,11,2016,남부순환로 1817,202402~202602,갱신,-,"16,800",2
245,서울특별시 관악구 봉천동,866-3,866,3,골드캐슬,월세,29.09,202402,23,"5,000",100,14,2024,남부순환로220길 32,202402~202602,신규,-,,
246,서울특별시 관악구 봉천동,881-31,881,31,봉대오피스텔,월세,16.83,202402,7,"1,000",43,5,2002,남부순환로214길 31,202402~202502,갱신,-,"1,000",43
247,서울특별시 관악구 봉천동,725-4,725,4,하우피스오피스텔,월세,27.38,202402,2,"1,000",53,4,2003,보라매로 47,202403~202603,신규,-,,
248,서울특별시 관악구 봉천동,1599-5,1599,5,SJ프리미어오피스텔,월세,27.66,202402,4,"4,000",95,4,2021,남부순환로226길 16,202402~202502,신규,-,,
249,서울특별시 관악구 봉천동,877-29,877,29,파크빌오피스텔,월세,13.59,202402,2,"2,000",39,5,2005,남부순환로216길 41,202405~202605,갱신,-,"2,000",37
250,서울특별시 관악구 봉천동,876-1,876,1,그린피아 오피스텔,월세,18.91,202402,6,"1,000",52,6,2002,관악로17길 25,202404~202504,갱신,-,"1,000",50
251,서울특별시 관악구 봉천동,731-1,731,1,칸타빌레7차,월세,15.56,202402,9,"5,000",60,7,2020,보라매로 25,202402~202502,신규,-,,
252,서울특별시 관악구 봉천동,41-306,41,306,보성오피스텔,전세,16.59,202402,14,"10,200",0,7,2001,관악로25길 17,202403~202603,신규,-,,
253,서울특별시 관악구 봉천동,1564-1,1564,1,(1564-1),월세,17.5,202402,15,"8,000",20,6,2004,남부순환로210길 47,202403~202603,신규,-,,
254,서울특별시 관악구 봉천동,1687-7,1687,7,덕산에코빌,전세,64.26,202402,2,"39,000",0,4,2016,솔밭로2길 28,202403~202603,신규,-,,
255,서울특별시 관악구 봉천동,854-5,854,5,CS빌딩,월세,24.77,202402,8,"3,000",80,6,2022,남부순환로224길 21,202403~202503,신규,-,,
256,서울특별시 관악구 봉천동,864-3,864,3,그랜드오피스텔,월세,17.38,202402,2,"5,000",50,14,2021, ,202402~202502,신규,-,,
257,서울특별시 관악구 봉천동,877-29,877,29,파크빌오피스텔,월세,13.06,202402,7,"1,000",37,7,2005,남부순환로216길 41,202402~202502,신규,-,,
258,서울특별시 관악구 봉천동,877-8,877,8,하늘채 오피스텔,월세,11.44,202402,23,"3,000",40,5,2004,관악로13길 38,202402~202502,신규,-,,
259,서울특별시 관악구 봉천동,858-6,858,6,WD세븐스,월세,17.56,202402,5,"3,000",84,9,2020,관악로 186,202402~202502,신규,-,,
260,서울특별시 관악구 봉천동,869-3,869,3,프라비다1,월세,18.22,202402,12,"1,000",67,12,2012,관악로17길 8,202402~202502,신규,-,,
261,서울특별시 관악구 봉천동,851-10,851,10,(851-10),월세,16.19,202402,23,"18,000",5,6,2018,봉천로53길 11,202403~202603,신규,-,,
262,서울특별시 관악구 봉천동,870-13,870,13,신원메트로빌,월세,36.93,202402,17,"1,000",96,9,2006,남부순환로 1811,202402~202502,신규,-,,
263,서울특별시 관악구 봉천동,881-31,881,31,봉대오피스텔,월세,16.5,202402,2,500,45,3,2002,남부순환로214길 31,202402~202502,신규,-,,
264,서울특별시 관악구 봉천동,1540-24,1540,24,대아빌딩,월세,14.64,202402,20,300,41,4,2004,쑥고개로 62-1,202402~202502,신규,-,,
265,서울특별시 관악구 봉천동,881-3,881,3,(881-3),월세,14.4,202402,1,300,45,6,2003,남부순환로214길 27,202403~202503,갱신,-,300,37
266,서울특별시 관악구 봉천동,1599-5,1599,5,SJ프리미어오피스텔,월세,27.66,202402,23,"2,000",103,4,2021,남부순환로226길 16,202402~202502,신규,-,,
267,서울특별시 관악구 봉천동,881-3,881,3,(881-3),월세,14.4,202402,20,500,41,3,2003,남부순환로214길 27,202402~202502,갱신,-,500,38
268,서울특별시 관악구 봉천동,856-5,856,5,대우디오슈페리움1단지,월세,66.74,202402,27,"10,000",140,8,2007,관악로 164,202402~202602,신규,-,,
269,서울특별시 관악구 봉천동,969-51,969,51,리더스 오피스텔,월세,17.6,202402,3,"2,000",45,6,2003,봉천로 265-1,202402~202602,신규,-,,
270,서울특별시 관악구 봉천동,896-36,896,36,마이홈타운,전세,14.7,202402,3,"24,000",0,2,2020,청룡5길 11,202402~202602,신규,-,,
271,서울특별시 관악구 봉천동,861-6,861,6,Q타워,월세,24.92,202402,26,"7,000",58,9,2016,남부순환로 1817,202403~202502,갱신,-,"7,000",54
272,서울특별시 관악구 봉천동,866-6,866,6,덕산스테이트,전세,18.53,202402,17,"17,500",0,2,2017,관악로13길 16,202402~202602,갱신,-,"17,500",0
273,서울특별시 관악구 봉천동,856-5,856,5,대우디오슈페리움1단지,전세,66.74,202402,26,"45,000",0,11,2007,관악로 164,202402~202602,신규,-,,
274,서울특별시 관악구 봉천동,1620-14,1620,14,성문오피스텔,월세,15.5,202402,13,"7,600",22,3,2001,봉천로 544,202403~202603,신규,-,,
275,서울특별시 관악구 봉천동,869-3,869,3,프라비다1,월세,18.22,202402,13,500,67,5,2012,관악로17길 8,202402~202502,갱신,-,500,65
276,서울특별시 관악구 봉천동,1540-24,1540,24,대아빌딩,월세,14.64,202402,8,500,33,3,2004,쑥고개로 62-1,202402~202602,신규,-,,
277,서울특별시 관악구 봉천동,1566-16,1566,16,대학캠퍼스텔,월세,18.09,202402,2,"5,000",35,8,2001,쑥고개로21길 5,202403~202603,신규,-,,
278,서울특별시 관악구 봉천동,Jul-44,44,7,황룡오피스텔,월세,15.3,202402,16,500,35,4,2004,관악로25길 5-16,202402~202602,신규,-,,
279,서울특별시 관악구 봉천동,875-5,875,5,씨티 빌,월세,19.98,202402,19,"2,000",40,6,2002,관악로17길 40,202402~202502,갱신,-,"2,000",40
280,서울특별시 관악구 봉천동,861-7,861,7,CO-OP RESIDENCE/서울대입구,월세,17.72,202402,13,500,53,13,2005,봉천로 472,202402~202502,신규,-,,
